Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,88.52,50.55,37.97,0,78.82,227.75,546.08
2,98.75,62.65,36.1,0,98.88,218.6,357.84
3,97.41,62.24,35.17,0,91.55,213.73,485.54
4,109.67,75.12,34.55,0,126.73,232.65,305.55
5,103.07,63.4,39.67,0,93.91,222.37,455.78
6,84.84,52.43,32.41,0,89.31,216.53,386.94
7,73.34,39.37,33.97,0,66.05,217.32,522.22
8,119.08,83.98,35.1,0,133.81,235.82,237.0
9,124.83,91.8,33.02,0,144.17,262.05,202.0
10,131.11,99.72,31.39,0,152.13,279.3,177.15
11,162.75,132.32,30.43,0,174.62,309.62,82.67
12,147.4,112.56,34.84,0,148.98,264.11,239.62
Total,1340.77,926.14,414.62,0,1398.96,2899.85,3998.39
