Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,76.33,53.48,22.85,0,65.56,227.75,546.08
2,77.48,57.73,19.75,0,74.5,218.6,357.84
3,82.41,60.63,21.79,0,75.98,213.73,485.54
4,76.2,59.0,17.21,0,73.37,232.65,305.55
5,64.89,48.83,16.06,0,62.38,222.37,455.78
6,78.79,56.89,21.9,0,70.1,216.53,386.94
7,48.2,29.23,18.97,0,42.0,217.32,522.22
8,98.93,78.92,20.01,0,93.49,235.82,237.0
9,101.53,83.48,18.04,0,104.89,262.05,202.0
10,101.92,84.78,17.14,0,106.77,279.3,177.15
11,124.97,107.54,17.43,0,137.85,309.62,82.67
12,99.18,80.73,18.45,0,103.2,264.11,239.62
Total,1030.83,801.24,229.6,0,1010.09,2899.85,3998.39
