Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,70.73,44.85,25.88,0,46.03,227.75,546.08
2,62.47,40.81,21.66,0,47.35,218.6,357.84
3,81.23,56.44,24.79,0,57.87,213.73,485.54
4,81.56,58.62,22.94,0,71.36,232.65,305.55
5,81.09,55.26,25.83,0,58.73,222.37,455.78
6,53.49,31.6,21.89,0,38.82,216.53,386.94
7,50.71,27.03,23.68,0,30.67,217.32,522.22
8,104.96,81.8,23.16,0,90.48,235.82,237.0
9,117.89,96.4,21.49,0,108.92,262.05,202.0
10,117.56,97.38,20.18,0,109.7,279.3,177.15
11,152.03,132.37,19.66,0,149.06,309.62,82.67
12,106.23,85.82,20.41,0,97.11,264.11,239.62
Total,1079.95,808.38,271.57,0,906.1,2899.85,3998.39
