Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,129.92,92.54,37.38,0,82.63,227.75,546.08
2,127.94,95.16,32.78,0,98.19,218.6,357.84
3,133.99,97.84,36.16,0,98.5,213.73,485.54
4,138.76,107.82,30.94,0,110.22,232.65,305.55
5,110.32,79.87,30.45,0,81.84,222.37,455.78
6,125.85,91.67,34.18,0,98.2,216.53,386.94
7,111.75,74.76,36.99,0,78.31,217.32,522.22
8,157.62,128.56,29.05,0,124.89,235.82,237.0
9,165.78,139.84,25.94,0,133.87,262.05,202.0
10,174.83,149.42,25.41,0,142.22,279.3,177.15
11,211.17,186.34,24.83,0,179.5,309.62,82.67
12,162.18,133.6,28.58,0,138.85,264.11,239.62
Total,1750.11,1377.42,372.69,0,1367.22,2899.85,3998.39
