Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,111.38,70.65,40.72,0,98.94,474.01,822.79
2,128.41,86.78,41.63,0,123.4,543.74,649.74
3,138.56,96.84,41.72,0,127.15,567.52,845.81
4,132.84,89.68,43.16,0,124.85,544.36,706.09
5,86.15,50.16,36.0,0,80.81,445.37,794.19
6,145.36,106.95,38.41,0,150.82,431.48,391.56
7,149.55,112.27,37.28,0,156.45,461.03,366.91
8,181.4,143.67,37.72,0,207.15,532.53,229.61
9,159.48,124.03,35.45,0,159.55,349.64,254.83
10,156.16,118.01,38.15,0,164.77,438.56,363.12
11,145.16,107.66,37.51,0,151.81,445.79,366.84
12,120.03,73.93,46.1,0,95.72,454.01,980.94
Total,1654.48,1180.63,473.85,0,1641.42,5688.04,6772.43
