Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,96.28,67.44,28.84,0,75.39,474.01,822.79
2,102.48,70.58,31.9,0,79.7,543.74,649.74
3,89.74,60.09,29.65,1,67.86,567.52,845.81
4,109.98,77.89,32.09,0,85.7,544.36,706.09
5,82.51,51.68,30.83,0,60.17,445.37,794.19
6,112.88,88.57,24.31,0,99.35,431.48,391.56
7,134.62,108.72,25.9,0,119.86,461.03,366.91
8,167.18,144.55,22.64,0,165.41,532.53,229.61
9,119.24,98.03,21.22,0,108.8,349.64,254.83
10,134.39,108.81,25.58,0,120.22,438.56,363.12
11,131.88,106.92,24.95,0,119.34,445.79,366.84
12,79.99,47.98,32.02,0,57.07,454.01,980.94
Total,1361.17,1031.26,329.93,1,1158.87,5688.04,6772.43
