Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,164.5,125.94,38.56,0,117.77,474.01,822.79
2,158.38,120.38,38.0,0,122.16,543.74,649.74
3,161.03,120.27,40.77,0,120.75,567.52,845.81
4,157.66,117.93,39.73,0,117.88,544.36,706.09
5,119.73,80.59,39.15,0,87.73,445.37,794.19
6,163.28,132.24,31.03,0,129.38,431.48,391.56
7,192.64,160.43,32.21,0,155.08,461.03,366.91
8,220.38,192.5,27.88,0,195.84,532.53,229.61
9,196.19,163.93,32.26,0,161.67,349.64,254.83
10,184.86,152.12,32.74,0,157.47,438.56,363.12
11,192.7,160.8,31.9,0,152.53,445.79,366.84
12,140.74,94.16,46.58,0,96.97,454.01,980.94
Total,2052.09,1621.29,430.81,0,1615.23,5688.04,6772.43
