Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,100.76,80.67,20.09,0,101.8,474.01,822.79
2,98.17,75.9,22.27,0,96.87,543.74,649.74
3,100.94,79.44,21.5,0,96.79,567.52,845.81
4,115.97,93.5,22.46,0,105.75,544.36,706.09
5,87.18,66.59,20.6,0,82.16,445.37,794.19
6,122.67,102.25,20.42,0,121.31,431.48,391.56
7,120.42,102.13,18.29,0,120.8,461.03,366.91
8,156.54,136.52,20.02,0,167.03,532.53,229.61
9,122.69,103.46,19.23,0,130.47,349.64,254.83
10,128.76,107.36,21.4,0,135.5,438.56,363.12
11,117.15,99.18,17.97,0,123.31,445.79,366.84
12,75.78,52.2,23.58,0,68.35,454.01,980.94
Total,1347.03,1099.2,247.83,0,1350.14,5688.04,6772.43
