Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,64.31,44.98,19.33,0,60.68,474.01,822.79
2,66.2,44.32,21.89,0,55.37,543.74,649.74
3,70.47,47.5,22.97,0,56.92,567.52,845.81
4,58.95,35.84,23.11,0,51.33,544.36,706.09
5,41.97,25.02,16.94,0,40.24,445.37,794.19
6,68.45,49.2,19.24,0,66.05,431.48,391.56
7,88.85,67.81,21.04,0,88.17,461.03,366.91
8,103.88,84.53,19.35,0,120.71,532.53,229.61
9,81.18,61.81,19.37,0,82.93,349.64,254.83
10,82.99,63.09,19.89,0,86.59,438.56,363.12
11,85.36,66.01,19.35,0,81.03,445.79,366.84
12,51.83,31.01,20.82,0,43.31,454.01,980.94
Total,864.44,621.12,243.3,0,833.33,5688.04,6772.43
