Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,112.26,82.91,29.36,0,88.87,474.01,822.79
2,104.18,72.81,31.37,0,81.54,543.74,649.74
3,100.07,69.48,30.59,0,77.73,567.52,845.81
4,118.99,85.09,33.9,0,91.82,544.36,706.09
5,88.26,55.93,32.32,0,63.81,445.37,794.19
6,125.4,98.02,27.38,0,108.15,431.48,391.56
7,135.65,109.52,26.13,0,121.83,461.03,366.91
8,168.37,145.84,22.53,0,164.1,532.53,229.61
9,120.82,98.22,22.6,0,108.97,349.64,254.83
10,132.29,107.92,24.37,0,119.88,438.56,363.12
11,123.64,99.25,24.4,0,111.74,445.79,366.84
12,89.22,55.95,33.27,0,65.79,454.01,980.94
Total,1419.15,1080.94,338.22,0,1204.23,5688.04,6772.43
