Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,167.93,149.15,18.78,0,142.47,276.67,110.09
2,130.14,114.05,16.09,0,121.8,230.76,244.22
3,135.83,119.9,15.93,0,118.44,224.23,274.71
4,107.19,91.39,15.8,0,101.55,187.52,594.44
5,129.77,113.2,16.58,0,112.48,190.98,280.59
6,113.3,98.14,15.17,0,95.64,152.1,467.65
7,98.64,84.48,14.16,0,84.84,143.92,369.19
8,103.0,88.33,14.67,0,85.5,148.12,481.71
9,118.75,102.28,16.47,0,100.04,164.7,459.1
10,121.3,105.08,16.23,0,98.52,139.95,436.33
11,133.73,116.91,16.82,0,117.09,171.59,209.13
12,132.8,118.01,14.78,0,118.17,214.37,188.75
Total,1492.38,1300.92,191.48,0,1296.54,2244.91,4115.91
