Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,97.66,86.63,11.02,0,82.88,276.67,110.09
2,61.35,45.51,15.84,0,52.5,230.76,244.22
3,53.46,36.96,16.5,0,39.78,224.23,274.71
4,26.12,6.66,19.46,0,10.1,187.52,594.44
5,47.25,29.89,17.36,0,32.73,190.98,280.59
6,29.17,14.41,14.75,0,16.26,152.1,467.65
7,30.18,9.84,20.34,0,11.18,143.92,369.19
8,25.86,8.6,17.26,0,9.62,148.12,481.71
9,26.9,7.05,19.85,0,7.56,164.7,459.1
10,23.98,6.99,16.99,0,7.54,139.95,436.33
11,53.5,38.49,15.0,0,35.51,171.59,209.13
12,60.85,47.77,13.08,0,50.43,214.37,188.75
Total,536.28,338.8,197.45,0,356.09,2244.91,4115.91
