Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,113.43,95.86,17.57,0,122.26,276.67,110.09
2,78.71,60.69,18.02,0,86.31,230.76,244.22
3,79.41,60.31,19.1,0,86.95,224.23,274.71
4,47.92,27.94,19.99,0,40.9,187.52,594.44
5,59.47,42.38,17.09,0,66.09,190.98,280.59
6,48.77,32.59,16.18,0,46.85,152.1,467.65
7,64.96,44.47,20.5,0,57.8,143.92,369.19
8,47.31,30.26,17.05,0,40.72,148.12,481.71
9,47.72,29.84,17.88,0,42.48,164.7,459.1
10,56.47,36.93,19.54,0,56.98,139.95,436.33
11,83.22,64.0,19.22,0,87.3,171.59,209.13
12,88.21,70.02,18.18,0,100.71,214.37,188.75
Total,815.6,595.29,220.32,0,835.35,2244.91,4115.91
