Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,73.0,57.31,15.69,0,85.21,276.67,110.09
2,42.84,26.02,16.82,0,46.01,230.76,244.22
3,29.79,16.68,13.11,0,31.13,224.23,274.71
4,20.01,7.28,12.74,0,16.12,187.52,594.44
5,28.15,14.15,14.0,0,24.69,190.98,280.59
6,23.88,9.99,13.9,0,17.55,152.1,467.65
7,25.32,10.05,15.26,0,15.18,143.92,369.19
8,23.43,8.53,14.9,0,13.43,148.12,481.71
9,25.67,9.93,15.75,0,16.43,164.7,459.1
10,18.34,6.58,11.76,0,12.01,139.95,436.33
11,29.41,16.28,13.14,0,28.79,171.59,209.13
12,43.07,28.36,14.71,0,49.86,214.37,188.75
Total,382.91,211.16,171.78,0,356.41,2244.91,4115.91
