Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,138.18,106.15,32.03,0,160.8,276.67,110.09
2,106.75,74.51,32.25,0,123.5,230.76,244.22
3,111.12,76.59,34.54,0,121.7,224.23,274.71
4,59.29,25.53,33.76,0,49.52,187.52,594.44
5,97.16,61.29,35.87,0,109.63,190.98,280.59
6,81.17,46.83,34.34,0,79.25,152.1,467.65
7,73.81,40.85,32.96,0,74.72,143.92,369.19
8,70.39,34.61,35.78,0,59.64,148.12,481.71
9,84.55,46.61,37.94,0,73.68,164.7,459.1
10,70.84,36.76,34.07,0,65.26,139.95,436.33
11,102.17,67.61,34.56,0,116.59,171.59,209.13
12,118.99,84.07,34.92,0,136.56,214.37,188.75
Total,1114.42,701.41,413.02,0,1170.85,2244.91,4115.91
