Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,197.86,170.39,27.47,0,163.74,276.67,110.09
2,160.86,131.56,29.29,0,129.09,230.76,244.22
3,131.71,103.23,28.48,0,108.68,224.23,274.71
4,83.16,45.88,37.28,0,53.28,187.52,594.44
5,131.46,103.16,28.29,0,97.49,190.98,280.59
6,116.04,81.99,34.05,0,84.52,152.1,467.65
7,95.5,63.85,31.65,0,68.35,143.92,369.19
8,98.71,64.58,34.13,0,67.43,148.12,481.71
9,125.37,87.53,37.84,0,79.95,164.7,459.1
10,100.86,66.2,34.66,0,64.63,139.95,436.33
11,145.16,116.18,28.98,0,114.91,171.59,209.13
12,176.57,146.49,30.08,0,142.51,214.37,188.75
Total,1563.26,1181.04,382.2,0,1174.58,2244.91,4115.91
