Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,116.93,100.74,16.19,0,111.69,276.67,110.09
2,105.43,82.28,23.15,0,93.24,230.76,244.22
3,88.63,67.29,21.35,0,75.16,224.23,274.71
4,43.0,18.49,24.5,0,22.17,187.52,594.44
5,86.68,64.14,22.54,1,70.86,190.98,280.59
6,53.4,31.15,22.26,0,34.58,152.1,467.65
7,54.02,30.41,23.61,0,34.5,143.92,369.19
8,55.56,30.0,25.56,0,33.29,148.12,481.71
9,70.83,42.59,28.24,0,42.89,164.7,459.1
10,40.65,18.61,22.04,0,25.04,139.95,436.33
11,81.74,60.84,20.91,0,66.08,171.59,209.13
12,99.72,79.17,20.55,0,88.6,214.37,188.75
Total,896.59,625.71,270.9,1,698.1,2244.91,4115.91
