Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,82.64,67.5,15.14,0,86.21,294.79,125.04
2,74.34,56.27,18.07,0,71.43,284.76,228.63
3,60.8,43.99,16.81,0,60.22,283.52,270.33
4,41.13,24.77,16.35,0,33.78,251.69,593.53
5,50.18,32.46,17.72,0,45.91,244.76,310.78
6,45.17,30.32,14.86,0,39.22,237.76,466.18
7,45.27,30.55,14.72,0,37.55,228.2,364.1
8,41.59,24.93,16.66,0,35.36,225.76,422.06
9,29.23,17.04,12.19,0,22.74,209.29,389.28
10,32.58,18.13,14.44,0,23.16,216.03,525.01
11,60.15,44.79,15.37,0,53.59,231.46,213.09
12,60.32,45.0,15.33,0,60.13,246.47,188.09
Total,623.4,435.75,187.66,0,569.3,2954.49,4096.12
