Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,227.35,197.42,29.93,0,174.08,294.79,125.04
2,173.39,145.02,28.37,0,148.69,284.76,228.63
3,186.11,153.44,32.67,0,150.58,283.52,270.33
4,111.92,74.29,37.63,0,77.47,251.69,593.53
5,153.55,120.75,32.8,0,121.09,244.76,310.78
6,142.23,107.66,34.57,0,107.0,237.76,466.18
7,140.78,107.59,33.19,0,108.67,228.2,364.1
8,130.56,97.55,33.01,0,103.69,225.76,422.06
9,146.56,110.92,35.64,0,113.39,209.29,389.28
10,112.02,77.35,34.68,0,79.56,216.03,525.01
11,186.31,157.73,28.58,0,133.69,231.46,213.09
12,179.66,151.46,28.2,0,144.08,246.47,188.09
Total,1890.44,1501.18,389.27,0,1461.99,2954.49,4096.12
