Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,103.94,92.84,11.11,0,83.44,294.79,125.04
2,87.2,72.58,14.61,0,72.2,284.76,228.63
3,73.91,58.14,15.77,0,59.22,283.52,270.33
4,48.8,31.52,17.29,0,32.52,251.69,593.53
5,47.27,30.78,16.49,0,34.26,244.76,310.78
6,64.94,47.22,17.72,0,45.71,237.76,466.18
7,59.45,39.66,19.79,0,39.44,228.2,364.1
8,44.72,28.59,16.12,0,29.41,225.76,422.06
9,40.35,21.31,19.03,0,21.94,209.29,389.28
10,42.65,22.39,20.26,0,23.79,216.03,525.01
11,73.14,58.84,14.31,0,55.21,231.46,213.09
12,81.06,66.5,14.56,0,68.31,246.47,188.09
Total,767.43,570.37,197.06,0,565.45,2954.49,4096.12
