Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,148.79,127.49,21.31,0,133.68,294.79,125.04
2,130.32,107.08,23.24,0,120.64,284.76,228.63
3,118.46,94.02,24.44,0,105.99,283.52,270.33
4,68.54,40.15,28.39,0,46.93,251.69,593.53
5,100.18,75.07,25.11,0,79.72,244.76,310.78
6,88.41,63.32,25.09,0,70.74,237.76,466.18
7,100.8,73.41,27.39,0,79.59,228.2,364.1
8,74.77,51.43,23.34,0,57.85,225.76,422.06
9,74.46,48.9,25.56,0,53.45,209.29,389.28
10,68.36,40.43,27.93,0,46.34,216.03,525.01
11,113.05,90.79,22.26,0,95.23,231.46,213.09
12,112.29,92.42,19.86,0,102.2,246.47,188.09
Total,1198.43,904.51,293.92,0,992.36,2954.49,4096.12
