Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,217.74,187.23,30.51,0,221.69,490.28,125.24
2,193.72,163.03,30.69,0,225.61,606.17,242.35
3,182.95,149.73,33.22,0,202.9,520.41,262.92
4,98.34,60.9,37.44,0,92.34,312.8,584.61
5,139.67,109.29,30.38,0,141.87,382.64,299.65
6,146.47,107.88,38.6,0,121.39,260.65,471.49
7,126.26,91.0,35.26,0,99.91,175.47,358.87
8,113.75,78.81,34.94,0,87.18,193.69,458.28
9,134.9,97.5,37.41,0,109.66,189.8,372.9
10,103.51,67.48,36.03,0,80.34,222.8,509.06
11,129.43,103.85,25.58,0,117.68,287.05,224.55
12,161.04,134.01,27.03,0,190.43,504.98,199.09
Total,1747.78,1350.71,397.09,0,1691.0,4146.74,4109.01
