Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,107.32,94.03,13.29,0,136.97,490.28,125.24
2,95.04,77.99,17.05,0,142.75,606.17,242.35
3,89.47,72.12,17.35,0,116.38,520.41,262.92
4,59.19,37.68,21.51,0,54.59,312.8,584.61
5,69.65,51.48,18.17,0,76.65,382.64,299.65
6,45.87,30.16,15.71,0,42.8,260.65,471.49
7,39.37,21.18,18.19,0,26.4,175.47,358.87
8,38.41,19.46,18.95,0,25.68,193.69,458.28
9,35.04,15.04,20.0,0,20.56,189.8,372.9
10,38.97,19.65,19.32,0,28.21,222.8,509.06
11,65.4,51.1,14.3,0,63.26,287.05,224.55
12,86.41,72.06,14.35,0,120.19,504.98,199.09
Total,770.14,561.95,208.19,0,854.44,4146.74,4109.01
