Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,181.6,161.6,20.0,0,180.6,490.28,125.24
2,173.61,152.31,21.31,0,176.88,606.17,242.35
3,151.67,129.93,21.74,0,147.36,520.41,262.92
4,76.57,51.22,25.35,0,57.96,312.8,584.61
5,104.99,83.64,21.35,0,94.69,382.64,299.65
6,85.79,61.23,24.56,0,68.48,260.65,471.49
7,73.96,48.63,25.33,0,54.5,175.47,358.87
8,77.14,51.92,25.22,0,53.86,193.69,458.28
9,67.17,43.31,23.86,0,51.24,189.8,372.9
10,68.9,43.96,24.95,0,48.45,222.8,509.06
11,124.61,101.86,22.75,0,111.85,287.05,224.55
12,171.81,149.8,22.01,1,172.05,504.98,199.09
Total,1357.82,1079.41,278.43,1,1217.92,4146.74,4109.01
