Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,100.18,80.29,19.89,0,144.42,490.28,125.24
2,85.9,68.59,17.31,0,140.17,606.17,242.35
3,78.12,60.95,17.17,0,115.53,520.41,262.92
4,53.43,35.99,17.45,0,58.28,312.8,584.61
5,58.39,42.84,15.55,0,72.53,382.64,299.65
6,46.83,30.52,16.31,0,48.56,260.65,471.49
7,35.66,19.97,15.69,0,35.16,175.47,358.87
8,38.72,23.47,15.25,0,30.25,193.69,458.28
9,28.22,16.1,12.12,0,25.12,189.8,372.9
10,33.39,20.72,12.68,0,31.59,222.8,509.06
11,53.06,37.51,15.55,0,69.43,287.05,224.55
12,77.49,60.36,17.13,0,124.76,504.98,199.09
Total,689.39,497.31,192.1,0,895.8,4146.74,4109.01
