Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,124.89,97.52,27.37,0,176.68,490.28,125.24
2,116.07,87.46,28.6,0,185.34,606.17,242.35
3,113.13,83.56,29.57,0,156.52,520.41,262.92
4,69.73,41.74,27.99,0,74.78,312.8,584.61
5,89.57,62.4,27.17,0,108.69,382.64,299.65
6,72.21,44.8,27.41,0,79.9,260.65,471.49
7,51.64,28.55,23.09,0,52.36,175.47,358.87
8,62.1,36.34,25.77,0,53.51,193.69,458.28
9,43.75,22.04,21.71,0,39.76,189.8,372.9
10,51.85,27.06,24.78,0,45.75,222.8,509.06
11,87.61,61.33,26.27,0,112.36,287.05,224.55
12,105.2,79.16,26.04,0,159.78,504.98,199.09
Total,987.75,671.96,315.77,0,1245.43,4146.74,4109.01
