Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,182.95,162.1,20.85,0,174.53,490.28,125.24
2,180.9,157.9,23.0,0,183.62,606.17,242.35
3,151.11,128.73,22.38,0,144.49,520.41,262.92
4,90.73,59.66,31.07,0,69.87,312.8,584.61
5,118.23,94.59,23.65,0,103.88,382.64,299.65
6,89.77,63.94,25.84,0,70.87,260.65,471.49
7,82.55,54.38,28.18,0,59.94,175.47,358.87
8,72.57,46.82,25.75,0,49.87,193.69,458.28
9,75.02,47.66,27.37,0,52.95,189.8,372.9
10,68.38,40.57,27.81,0,45.48,222.8,509.06
11,124.05,101.2,22.85,0,108.23,287.05,224.55
12,151.68,131.73,19.95,0,150.06,504.98,199.09
Total,1387.94,1089.28,298.7,0,1213.79,4146.74,4109.01
