Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,168.29,125.89,42.4,0,214.3,490.28,219.17
2,129.95,91.96,37.99,0,183.77,606.17,424.12
3,121.38,80.06,41.32,0,162.07,520.41,460.1
4,75.44,38.36,37.08,0,68.73,312.8,1023.06
5,105.0,64.86,40.14,0,113.55,382.64,524.4
6,78.37,44.21,34.16,0,79.02,260.65,825.12
7,61.38,26.18,35.2,0,52.85,175.47,628.02
8,74.44,34.77,39.67,0,54.56,193.69,802.0
9,62.06,22.67,39.4,0,42.78,189.8,652.57
10,61.36,27.45,33.91,0,45.25,222.8,890.85
11,106.16,68.87,37.29,0,119.5,287.05,392.96
12,129.98,89.21,40.77,0,181.53,504.98,348.41
Total,1173.81,714.49,459.33,0,1317.91,4146.74,7190.78
