Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,129.47,108.91,20.56,0,179.74,490.28,219.17
2,104.88,85.69,19.19,0,159.68,606.17,424.12
3,108.32,84.86,23.46,0,152.77,520.41,460.1
4,59.11,38.45,20.65,0,67.8,312.8,1023.06
5,83.07,63.12,19.95,0,101.86,382.64,524.4
6,61.71,43.01,18.7,0,74.12,260.65,825.12
7,42.11,25.56,16.54,0,45.55,175.47,628.02
8,52.57,31.72,20.85,0,46.6,193.69,802.0
9,41.95,23.09,18.86,0,37.17,189.8,652.57
10,45.9,28.06,17.84,0,41.1,222.8,890.85
11,90.53,70.07,20.46,0,103.56,287.05,392.96
12,100.98,80.32,20.66,0,147.06,504.98,348.41
Total,920.6,682.86,237.72,0,1157.01,4146.74,7190.78
