Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,194.39,161.21,33.18,0,200.1,490.28,219.17
2,163.41,127.95,35.46,0,186.76,606.17,424.12
3,156.78,119.14,37.64,0,163.98,520.41,460.1
4,93.97,48.93,45.04,0,68.65,312.8,1023.06
5,134.9,97.23,37.67,0,114.2,382.64,524.4
6,109.75,73.19,36.56,0,89.16,260.65,825.12
7,87.52,47.86,39.66,0,60.12,175.47,628.02
8,94.13,53.64,40.49,0,60.16,193.69,802.0
9,93.97,51.8,42.16,0,55.73,189.8,652.57
10,110.63,64.56,46.07,0,63.16,222.8,890.85
11,118.35,86.72,31.63,0,98.95,287.05,392.96
12,157.83,123.88,33.95,0,169.09,504.98,348.41
Total,1515.63,1056.11,459.51,0,1330.06,4146.74,7190.78
