Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,97.18,80.43,16.75,0,122.8,490.28,219.17
2,84.73,62.13,22.6,0,109.84,606.17,424.12
3,71.81,49.96,21.85,0,87.72,520.41,460.1
4,43.45,21.28,22.17,0,33.21,312.8,1023.06
5,57.1,33.34,23.76,0,51.1,382.64,524.4
6,45.42,25.3,20.12,0,36.42,260.65,825.12
7,36.19,17.6,18.59,0,22.0,175.47,628.02
8,36.21,15.26,20.95,0,20.12,193.69,802.0
9,32.96,12.0,20.96,0,16.56,189.8,652.57
10,30.97,12.01,18.97,0,16.85,222.8,890.85
11,45.0,27.32,17.69,0,38.62,287.05,392.96
12,82.47,62.21,20.26,0,98.28,504.98,348.41
Total,663.49,418.84,244.67,0,653.52,4146.74,7190.78
