Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,167.71,149.99,17.73,0,189.69,490.28,219.17
2,160.46,145.29,15.18,0,206.15,606.17,424.12
3,142.81,127.44,15.37,0,185.53,520.41,460.1
4,114.76,99.34,15.41,0,133.03,312.8,1023.06
5,145.61,128.98,16.63,0,162.78,382.64,524.4
6,110.58,95.82,14.76,0,113.83,260.65,825.12
7,115.76,99.35,16.41,0,106.82,175.47,628.02
8,127.48,107.21,20.27,0,121.7,193.69,802.0
9,88.85,76.75,12.1,0,86.6,189.8,652.57
10,95.24,81.5,13.74,0,90.75,222.8,890.85
11,124.08,109.45,14.62,0,128.19,287.05,392.96
12,148.89,133.62,15.26,0,184.3,504.98,348.41
Total,1542.23,1354.74,187.48,0,1709.37,4146.74,7190.78
