Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,100.7,69.48,31.22,0,72.28,360.28,584.61
2,124.89,101.52,23.37,0,106.89,359.84,299.65
3,99.19,73.18,26.02,0,81.34,317.65,471.49
4,115.61,89.68,25.92,0,94.89,329.84,358.87
5,86.92,60.39,26.53,0,66.11,246.61,458.28
6,95.97,69.54,26.43,0,74.94,265.55,372.9
7,88.65,59.7,28.95,0,65.98,275.59,509.06
8,130.35,108.47,21.88,0,116.9,336.99,224.55
9,136.56,116.25,20.31,0,128.28,384.96,199.09
10,149.09,129.79,19.3,0,143.97,392.29,153.24
11,143.32,124.17,19.15,0,137.97,342.28,122.19
12,135.74,115.56,20.19,0,130.45,419.11,210.25
Total,1406.99,1117.73,289.27,0,1220.0,4030.99,3964.18
