Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,100.92,68.16,32.76,0,86.24,360.28,584.61
2,103.71,76.88,26.83,0,108.81,359.84,299.65
3,103.37,72.6,30.77,0,98.21,317.65,471.49
4,92.82,67.33,25.49,0,90.49,329.84,358.87
5,69.09,43.67,25.42,0,66.73,246.61,458.28
6,82.94,55.33,27.61,0,80.66,265.55,372.9
7,65.67,40.23,25.44,0,61.56,275.59,509.06
8,111.19,84.17,27.02,0,121.34,336.99,224.55
9,146.86,118.88,27.99,0,146.93,384.96,199.09
10,141.53,113.69,27.83,0,153.46,392.29,153.24
11,125.4,98.86,26.54,0,143.64,342.28,122.19
12,135.41,107.75,27.66,0,146.7,419.11,210.25
Total,1278.91,947.55,331.36,0,1304.77,4030.99,3964.18
