Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,97.87,68.26,29.62,0,73.34,360.28,584.61
2,114.24,92.74,21.5,0,102.87,359.84,299.65
3,96.71,72.5,24.21,0,79.23,317.65,471.49
4,111.73,86.6,25.13,0,96.12,329.84,358.87
5,81.03,55.96,25.07,0,59.66,246.61,458.28
6,90.33,65.86,24.46,0,73.43,265.55,372.9
7,66.37,41.57,24.8,0,47.09,275.59,509.06
8,128.58,106.55,22.03,0,117.41,336.99,224.55
9,158.11,133.39,24.72,0,150.18,384.96,199.09
10,151.64,131.13,20.51,0,146.62,392.29,153.24
11,144.04,124.75,19.29,0,139.05,342.28,122.19
12,145.52,124.33,21.19,0,139.41,419.11,210.25
Total,1386.17,1103.64,282.53,0,1224.41,4030.99,3964.18
