Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,102.66,71.76,30.9,0,74.65,360.28,584.61
2,153.97,128.05,25.92,0,118.05,359.84,299.65
3,117.7,89.77,27.93,0,93.62,317.65,471.49
4,136.98,108.22,28.76,0,107.73,329.84,358.87
5,93.71,69.17,24.54,0,67.72,246.61,458.28
6,93.98,67.63,26.35,0,75.78,265.55,372.9
7,83.34,55.57,27.77,0,59.8,275.59,509.06
8,133.73,111.8,21.93,0,111.43,336.99,224.55
9,157.36,135.53,21.83,0,139.12,384.96,199.09
10,173.22,151.99,21.23,0,150.03,392.29,153.24
11,150.9,132.89,18.01,0,132.22,342.28,122.19
12,163.42,140.3,23.12,0,149.46,419.11,210.25
Total,1560.97,1262.68,298.29,0,1279.61,4030.99,3964.18
