Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,72.45,52.9,19.56,0,64.6,360.28,584.61
2,73.87,57.32,16.55,0,73.19,359.84,299.65
3,71.86,52.18,19.69,0,65.31,317.65,471.49
4,71.01,54.13,16.88,0,66.05,329.84,358.87
5,56.66,37.16,19.51,0,50.52,246.61,458.28
6,47.33,31.01,16.33,0,43.69,265.55,372.9
7,45.76,29.23,16.53,0,41.24,275.59,509.06
8,74.6,56.82,17.78,0,78.11,336.99,224.55
9,100.06,82.47,17.59,0,99.75,384.96,199.09
10,97.66,81.52,16.14,0,103.38,392.29,153.24
11,93.01,76.96,16.05,0,95.79,342.28,122.19
12,97.68,80.63,17.05,0,100.36,419.11,210.25
Total,901.95,692.33,209.66,0,881.99,4030.99,3964.18
