Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,114.77,76.79,37.98,0,101.81,360.28,584.61
2,144.93,108.08,36.85,0,155.95,359.84,299.65
3,109.33,74.41,34.92,0,107.65,317.65,471.49
4,129.88,91.98,37.9,0,143.5,329.84,358.87
5,105.88,70.03,35.85,0,97.31,246.61,458.28
6,119.99,79.79,40.19,0,131.93,265.55,372.9
7,99.76,60.92,38.84,0,98.92,275.59,509.06
8,167.36,127.62,39.74,0,177.41,336.99,224.55
9,165.65,130.61,35.04,0,178.16,384.96,199.09
10,175.25,139.5,35.75,0,192.86,392.29,153.24
11,153.72,121.21,32.51,0,177.23,342.28,122.19
12,162.35,126.38,35.97,0,179.66,419.11,210.25
Total,1648.87,1207.32,441.54,0,1742.39,4030.99,3964.18
