Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,92.48,70.85,21.62,0,86.2,360.28,584.61
2,114.04,93.97,20.07,0,123.28,359.84,299.65
3,104.69,83.14,21.55,0,105.76,317.65,471.49
4,99.86,79.57,20.28,0,104.73,329.84,358.87
5,76.12,56.45,19.67,0,81.19,246.61,458.28
6,71.05,52.59,18.45,0,71.83,265.55,372.9
7,68.92,48.47,20.45,0,71.62,275.59,509.06
8,118.21,99.93,18.28,0,120.31,336.99,224.55
9,141.24,120.87,20.37,0,147.53,384.96,199.09
10,139.1,121.95,17.15,0,146.43,392.29,153.24
11,124.46,108.03,16.43,0,137.13,342.28,122.19
12,144.76,124.41,20.35,0,157.74,419.11,210.25
Total,1294.93,1060.23,234.67,0,1353.75,4030.99,3964.18
