Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,149.5,134.98,14.52,0,130.92,360.28,584.61
2,173.15,155.25,17.9,0,162.54,359.84,299.65
3,131.55,115.93,15.63,0,131.13,317.65,471.49
4,146.1,131.33,14.77,0,139.74,329.84,358.87
5,112.95,100.13,12.82,0,106.6,246.61,458.28
6,145.44,128.8,16.64,0,131.43,265.55,372.9
7,129.06,113.31,15.75,0,125.64,275.59,509.06
8,167.58,152.17,15.41,0,151.0,336.99,224.55
9,159.84,145.22,14.62,0,155.56,384.96,199.09
10,184.14,168.05,16.09,0,169.64,392.29,153.24
11,180.65,163.78,16.88,0,164.34,342.28,122.19
12,188.17,169.53,18.63,0,187.35,419.11,210.25
Total,1868.13,1678.48,189.66,0,1755.89,4030.99,3964.18
