Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,128.95,111.84,17.11,0,124.2,258.78,73.97
2,120.51,104.4,16.11,0,117.59,300.73,111.86
3,112.37,96.88,15.49,0,109.92,234.1,85.91
4,116.87,98.15,18.72,0,111.03,238.69,124.07
5,121.03,101.75,19.28,0,112.97,245.2,139.69
6,124.76,107.24,17.52,0,122.96,234.18,81.09
7,153.32,136.46,16.85,0,156.07,355.08,46.8
8,217.19,200.36,16.83,0,229.04,678.23,46.31
9,174.17,157.11,17.06,1,178.72,426.82,22.43
10,185.98,170.51,15.47,0,195.05,551.51,42.7
11,188.4,171.2,17.2,0,194.47,536.72,61.03
12,193.06,174.72,18.34,0,201.43,503.75,53.94
Total,1836.61,1630.62,205.98,1,1853.45,4563.79,889.8
