Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,115.7,93.44,22.26,0,125.16,258.78,73.97
2,133.46,108.57,24.9,0,140.66,300.73,111.86
3,113.67,89.67,24.0,0,124.62,234.1,85.91
4,111.13,85.99,25.14,0,126.73,238.69,124.07
5,95.34,72.68,22.65,0,111.23,245.2,139.69
6,99.04,78.05,20.99,0,114.64,234.18,81.09
7,146.09,122.69,23.4,0,159.4,355.08,46.8
8,217.63,193.7,23.93,0,232.38,678.23,46.31
9,165.79,142.58,23.21,0,179.92,426.82,22.43
10,167.29,146.15,21.15,0,195.85,551.51,42.7
11,166.55,142.37,24.19,0,199.97,536.72,61.03
12,171.0,147.86,23.14,0,186.52,503.75,53.94
Total,1702.69,1423.75,278.96,0,1897.08,4563.79,889.8
