Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,230.37,202.02,28.35,0,176.93,258.78,73.97
2,209.71,183.63,26.08,0,177.95,300.73,111.86
3,186.66,162.4,24.26,0,159.59,234.1,85.91
4,191.04,164.6,26.44,0,162.21,238.69,124.07
5,202.53,174.83,27.7,0,164.65,245.2,139.69
6,206.77,180.34,26.43,0,171.69,234.18,81.09
7,236.76,213.3,23.45,0,196.25,355.08,46.8
8,317.19,291.67,25.53,0,282.82,678.23,46.31
9,238.33,216.0,22.33,0,213.29,426.82,22.43
10,283.48,257.57,25.91,0,258.49,551.51,42.7
11,256.83,232.53,24.3,0,238.01,536.72,61.03
12,243.58,219.36,24.22,0,232.32,503.75,53.94
Total,2803.25,2498.25,305.0,0,2434.2,4563.79,889.8
