Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,135.5,118.09,17.41,0,123.37,258.78,73.97
2,151.83,131.02,20.82,0,149.09,300.73,111.86
3,127.44,109.93,17.51,0,124.08,234.1,85.91
4,131.55,111.75,19.8,0,126.37,238.69,124.07
5,116.74,98.68,18.06,0,112.75,245.2,139.69
6,130.14,112.2,17.93,0,124.72,234.18,81.09
7,148.75,133.53,15.22,0,152.01,355.08,46.8
8,204.78,191.12,13.66,0,219.45,678.23,46.31
9,179.33,162.29,17.04,0,185.21,426.82,22.43
10,192.71,176.9,15.81,0,202.91,551.51,42.7
11,193.05,175.76,17.29,0,201.43,536.72,61.03
12,183.67,167.16,16.51,0,190.52,503.75,53.94
Total,1895.49,1688.43,207.06,0,1911.91,4563.79,889.8
