Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,92.9,76.39,16.51,0,98.63,258.78,73.97
2,79.23,65.96,13.27,0,87.28,300.73,111.86
3,75.57,59.71,15.86,0,87.64,234.1,85.91
4,70.52,54.73,15.79,0,78.77,238.69,124.07
5,57.66,45.33,12.33,0,61.91,245.2,139.69
6,68.84,54.93,13.91,0,77.01,234.18,81.09
7,114.41,99.93,14.48,0,118.31,355.08,46.8
8,184.31,168.11,16.21,0,193.57,678.23,46.31
9,133.68,118.96,14.72,0,138.85,426.82,22.43
10,138.8,122.78,16.03,0,164.35,551.51,42.7
11,137.09,122.1,14.99,0,154.06,536.72,61.03
12,132.57,115.57,17.0,0,155.86,503.75,53.94
Total,1285.58,1104.5,181.1,0,1416.24,4563.79,889.8
